اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر عود أبسولو من كارتير 45مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/979c3f28-3782-4956-96a7-fd9740d1d8f2-500x500-Fw3ab3sHfDeNf7O2MTtcVEzuRU4Z0pLEn9T9Dt9y.png",1121,متجر ساراء ميكاب.csv,عطر كارتير عود ومسك من ليزور فواياجوز او دو بارفيوم 75مل,32.4,REVERSE-LOOKUP-FOUND,كاريرا,duplicate,,
عطر اوستر من إليكتيموس - بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/56e33fc3-175c-48e5-837e-fd05948f3b11-500x500-gREzOJjZU3Wm1tF8MvDgHb294nq0182tw8DEOXXJ.png",879,متجر ساراء ميكاب.csv,عطر يونيك لكجري إزمير إكسترايت دي بارفيوم 100 مل,47.7,REVERSE-LOOKUP-FOUND,الكتيموس,duplicate,,
عطر لونا روسا بلاك من برادا او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/78d0f6bc-1ca1-4577-9f46-80047ebe243e-500x500-BH9UWPCaXsu5aDTPTXBmwoIzqfX5yjQaLGVVnwkL.png",402,متجر ساراء ميكاب.csv,عطر لويفي سولو ميركوريو أو دو بارفيوم 100مل,51.7,REVERSE-LOOKUP-FOUND,برادا,duplicate,,
عطر سنتال ماجيسكيل سيرج لوتنس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ba651bbd-37c7-4bc6-871d-005bde2beeb4-500x500-iraOmQRPMyD9fbrXuezkScRymck7xajAQZ5zHHvz.png",575,متجر ساراء ميكاب.csv,عطر فيرتس سيريناد او دو بارفيوم 100مل,53.3,REVERSE-LOOKUP-FOUND,جيس,duplicate,,
عطر لا فيل دي برلين من سيرج لوتنس او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2e120e98-e292-4b04-aa16-f5197c3f2a72-481.33595284872x500-DCUK86kxcdHbnjTsd4X8DjNZRFeGjnUv8pVRP5Hw.png",575,متجر ساراء ميكاب.csv,عطر جان لويس شيرير ون لوف أو دو بارفيوم 100مل,52.7,REVERSE-LOOKUP-FOUND,سيرج لوتنس,duplicate,,
عطر بيور اديكشن من فرانك اوليفر 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/cbf6def6-f125-4007-885a-2efbd2ac0292-500x500-Omg3HOjFraWKXBk4djO0odf17UCB3zfzb2aDNCtb.png",138,متجر ساراء ميكاب.csv,عطر أتيلير ديس أورس إيريس فاوفي 100مل,43.1,REVERSE-LOOKUP-FOUND,فرانك أوليفر,duplicate,,
عينة عطر هير اليكسير من بربري او دي بارفيوم انتنس,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7aa5db27-005b-4923-8f1c-4b46971fafa7-500x500-ViYgOoJvscsUTyDsBkYYMB13aJutkHlQsbOzatYw.png",12,متجر ساراء ميكاب.csv,عطر لورد اوف هوستري كونتادو اكسترايت او دي بارفيوم 80 مل (للجنسين),39.0,REVERSE-LOOKUP-FOUND,بربري,duplicate,,
عطر صمام كيس اند سي فانيليا فورتكس او دو بارفيوم-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4a343956-bdcc-4606-9bfd-56d4c28b4286-333.125x500-8bFl4h0Z5G6wWup2LV5Tt4GZtgQeSnMBOY0K67Ld.jpg",195,متجر ساراء ميكاب.csv,عطر صمام كيس اند سي فانيليا فورتكس او دو بارفيوم 100مل,91.3,GOLDEN-HIGH,صمام,duplicate,,
عطر لو مال الكسير كوليكتور اديشن من جان بول غوتييه او دي بارفيوم – 125مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1c102a24-e716-4355-9cfb-fdc0e51ca262-500x500-3i1CikdgSxgRKTJ51x8DfFYdspqdpuSBVJkbV8LC.png",483,متجر ساراء ميكاب.csv,عطر إيف سان لوران لو فيستيير ميوز إنسبايرينغ إنكال او دو برفيوم 125 مل,49.5,REVERSE-LOOKUP-FOUND,جان بول غولتير,duplicate,,
عطر لايتون من بارفيومز دي مارلي او دو برفيوم 200مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/868a2317-4964-4b87-a596-79b39e4838b9-500x500-0nKmUhalqdhZsaB0YTR9o38xrcoWOuc4RIQf64bV.png",1394,متجر ساراء ميكاب.csv,عطر جيرلان كوير بيلوغا أو دو برفيوم 200 مل,50.5,REVERSE-LOOKUP-FOUND,مارلي,duplicate,,
عطر فرانك اوليفر نايت تاتش او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ef6646dc-eb9f-49a6-ac60-2925854b8ac5-500x500-dnjqaiJM8x5kD2QLH5xBWej1cCodydxIQNMPsoDM.png",138,متجر ساراء ميكاب.csv,عطر بنتلي فور مان أو دو تواليت 100مل,50.4,REVERSE-LOOKUP-FOUND,فرانك أوليفر,duplicate,,
طقم مونت بلانك اكستريم ليذر سموكد ايريس او دو بارفيوم (عطر 125مل + عينة 12.5مل),"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/619977fd-bad8-4bc6-aace-2853801f77f5-500x500-YoSFjXEo5iGwOxyDFAHPK93zF990EEPLmIduf3v0.png",609,متجر ساراء ميكاب.csv,تستر جيرلان أنسنس ميثيك أو دو بارفيوم 125مل,38.1,REVERSE-LOOKUP-FOUND,مونت بلان,duplicate,,
تونر توحيد لون البشرة من مدغشقر كينتيل إير فيت 210مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ec18c931-dc29-45ee-bbad-8979e5076f5a-500x500-PzX2KxGw3HGnR0PjEhP4Oz2uakuAoHQvPFk044l1.png",49,متجر ساراء ميكاب.csv,تونر سينتيلا مدغشقر  لتوحيد لون البشرة من سكين1004 - 210مل,48.2,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر جو مالون جاردينيا عود ابسولو 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ef2fbac8-6de6-4a24-9594-f4b47676c530-500x500-iVIYbfzSOUFEAe7unhgQhzhCC15TrJZrclcpcVuR.png",1201,متجر ساراء ميكاب.csv,عطر مونتال انتنس بلاك عود 100 مل,48.4,REVERSE-LOOKUP-FOUND,جو مالون,duplicate,,
عطر فروم ذا جاردن من ميزون مارجيلا او دو تواليت 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/02ac6265-c081-4ed3-9fe0-a2836b0cb6c7-500x500-O1hSMSLlaBLwjqSGAbsFq2wWs9GpmwKo6AkEN7xM.png",345,متجر ساراء ميكاب.csv,عطر موغلر كولون ران فري او دو تواليت 100مل,51.0,REVERSE-LOOKUP-FOUND,مارفيل,duplicate,,
عطر غيرلان لي هوم ايديل الرجالي بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c2991009-c90f-4b9f-9e1f-a68380a6d785-372.19343696028x500-gy5URXJEV1JRA6HDU2F9RLPV4soPiWAS24vZ2up6.png",590,متجر ساراء ميكاب.csv,عطر كالفن كلاين ايفوريا ليكويد قولد الرجالي بارفيوم 100مل,54.7,REVERSE-LOOKUP-FOUND,جيرلان,duplicate,,
كريم سيول 1988 ريتينال ليبوسوم 1% + أرز مخمر من كي سيكريت - 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/cf2bd77f-207c-4887-ae28-7dd53ce67f3c-500x500-jOCj0frPLxylr58uqO4yJmpX3ZJo1v5R42yteue3.png",57,متجر ساراء ميكاب.csv,طقم شانيل كوكو مدمزيل اودي بارفيوم نسائي 50 مل + بودي اويل زيت المساج 100 مل,34.4,REVERSE-LOOKUP-FOUND,كريد,duplicate,,
عطر كريم ايبين من نيكولاي اودو بارفيوم انتنس 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/6c39b2dd-4c78-4809-b19a-4bfb1ae28b2a-500x500-2r95e7BdMpYe7icTRM8SH4LJ2qLo5ABZJJvoaEPk.png",744,متجر ساراء ميكاب.csv,عطر أتراكشن من لافندر إكسترايت دي بارفيوم 100 مل,50.1,REVERSE-LOOKUP-FOUND,نيكولاي,duplicate,,
عطر اير دي لون نيكوس من سكلبتشر او دو بارفيوم اكستريم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f3cdb2e4-3ebb-415a-bffb-b99e053b38df-500x500-OHk8xYzkWda3kipLohVa6P3dC6w6NvhU8d3y2YXF.png",138,متجر ساراء ميكاب.csv,عطر إيتات ليبر دي أورانج نوستوس أو دو بارفيوم 100مل,50.2,REVERSE-LOOKUP-FOUND,نيكوس,duplicate,,
عطر بلانش بيت من ليكويد ايماجيناير او دو بارفيوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/22114de5-3dcb-4c19-a6c1-f8ae889af63b-500x500-8KM4XC3LSQicGDnK31lRD2aoMyIWzfIi7SjxdCML.png",1058,متجر ساراء ميكاب.csv,عطر كالفن كلاين ايفوريا بلش أو دو بارفيوم 100مل,53.5,REVERSE-LOOKUP-FOUND,ليكويد ايماجيناير,duplicate,,
عطر أفترنون ديلايت من ميزون مارجيلا – أو دو تواليت – 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/dec6d0ba-d6eb-47be-82d4-880ae8226c4a-500x500-MauH7DCiorcLXXFqWPLAg2BKsEtecXEqnmYiXTWq.png",488,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا ربليكا أفترنون ديلايت أو دو تواليت 100مل,89.6,GOLDEN-HIGH,مارفيل,duplicate,,
عطر ريفيري نيكوس من سكلبتشر او دو بارفيوم سنشوال 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a7a49485-1a06-4223-9101-7f950494d427-500x500-DyhXKpk3AFili1f6oJMZbJSKaGkBNdnLrYUW68LX.png",138,متجر ساراء ميكاب.csv,عطر كالفين كلاين ومن أو دو بارفيوم 100مل,52.4,REVERSE-LOOKUP-FOUND,نيكوس,duplicate,,
عينة عطر بورن تو ستاند اوت فوجازي او دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/454f38bf-d5a9-4713-be72-e401af227a51-500x500-ly9wn6CrAFNbmscDzivT5pN6ru6cKEz7aRhfSwxR.png",12,متجر ساراء ميكاب.csv,عطر بوشرون اورنج دي باهيا أو دو بارفيوم 125مل,38.3,REVERSE-LOOKUP-FOUND,بورن تو ستاند آوت,duplicate,,
عينة عطر فالهالا من باراديس دي سينس او دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/475b7938-6d36-42bb-9461-2b38e90b2e2b-500x500-7AXQnaG7XVPb7xBN1Ubw80f73sbQOdKEQBag7HlL.png",9,متجر ساراء ميكاب.csv,عطر كريد ويند فلاورس النسائي او دو بارفيوم 75مل,37.7,REVERSE-LOOKUP-FOUND,بارادايس دي سانس,duplicate,,
عينة عطر نيرفانا من باراديس دي سينس او دو بارفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/690bff7e-e320-430e-ab32-142ae5eaf9a8-500x500-cWlaRJI6Fgzo2QhSa339QAFaCIGprlOrELsuT9w2.png",9,متجر ساراء ميكاب.csv,عطر بوشرون نيرولي دي إسباهان أو دو بارفيوم 125مل,40.0,REVERSE-LOOKUP-FOUND,بارادايس دي سانس,duplicate,,
عطر سو لو بون ميرابو من ايتات ليبري دورانج - أو دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/cc0d5fb5-b7e6-497c-84ad-79d96c9d4803-500x500-HiQp7x8YjBsLq8NcZNIzDAi3MiTcITEW4lsWrjLU.jpg",488,متجر ساراء ميكاب.csv,عطر لانكوم ميزون ميل إي روزيس أو دو برفيوم 100مل,49.3,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر جيبسي ووتر من بيريدو أو دو برفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/37abc2c5-e647-481a-8adb-6eba8b94ec8d-500x500-ZmjY4H1kY6bmqXFmKYO4as1G8DmLm3GmGJwP0dK6.png",822,متجر ساراء ميكاب.csv,عطر لطافة مسك ديربي أو دو برفيوم 100 مل,52.9,REVERSE-LOOKUP-FOUND,بايريدو,duplicate,,
عطر اني من نيشاني اكسترايت دو بارفيوم 15مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e7f9ebdf-9378-4fb2-ada9-4017cbcce22b-500x500-UEEZR1wm9gMlX3KqKBoRK91XuZYPFyvhPlgJKYTi.jpg",230,متجر ساراء ميكاب.csv,عطر ناسوماتو ابسينث اكسترايت دو بارفيوم 30مل للجنسين,21.8,REVERSE-LOOKUP-FOUND,نيشاني,duplicate,,
عطر ان كريسندو من انمي او دو بارفيوم100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/debff38b-0588-4e42-ad49-86b09dffc1b7-500x500-tfCD0OTfWkaKPYRlUCm8xiIGmoFUGDhJkXLvzvhE.png",253,متجر ساراء ميكاب.csv,عطر نيكولاي مسك انتينس او دو بارفيوم 100 مل للجنسين,50.9,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر فروم ذا هارت من الغبرة اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c6b3bbce-b53e-47e3-85fd-bf9bc4b98c8d-500x500-dhSkexcKrXDA0M4Bhb6mc2CvRQKPIxExzL0NlD8g.png",862,متجر ساراء ميكاب.csv,عطر دارلينج روج من دي غابور إكستريت دي بارفيوم 50 مل,52.0,REVERSE-LOOKUP-FOUND,الغبرا,duplicate,,
عطر سلفر جوافا من الغبرة اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/89174bd5-eef8-40d6-b726-1a60f5ded3fb-500x500-OVLO4kvuhlCKKWHoaaCWiVOxHrinF67vwSXmH8Xk.png",701,متجر ساراء ميكاب.csv,عطر دارلينج روج من دي غابور إكستريت دي بارفيوم 50 مل,52.7,REVERSE-LOOKUP-FOUND,الغبرا,duplicate,,
عطر كاشنوار من لابوراتوريو ادو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fda65602-f5c9-41aa-b11c-74fff7bc836b-500x500-EONWMFLm5EY5nztiZ1QtwMPm9W0c2IPTEWCDHIQX.png",690,متجر ساراء ميكاب.csv,عطر يونيك لكجري ماشومارو إكسترايت دي بارفيوم 100 مل,48.2,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر قولدن كيوي من الغبرة اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8f5034b8-98a0-4e69-aa92-135fa23ff67f-500x500-oD6L58SDJjdJ8WTzpJgSQLaVFcGqtsvZfzKfbWwF.jpg",690,متجر ساراء ميكاب.csv,عطر دارلينج روج من دي غابور إكستريت دي بارفيوم 50 مل,52.7,REVERSE-LOOKUP-FOUND,الغبرا,duplicate,,
عطر بلوند بامبو من الغبرة اكستريت دي بارفيوم 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/e18b86b9-e617-4f12-9a72-803196c2e44f-500x500-f3enr2x4UC66GwaeAA4MOQbtPRsomvIDMtKHhsTi.png",632,متجر ساراء ميكاب.csv,عطر لورينزو بازاجليا بلودي سموك اكسترايت دو بارفيوم 50مل,53.4,REVERSE-LOOKUP-FOUND,الغبرا,duplicate,,
عطر ان ابانديس من انمي او دو بارفيوم100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/31595fcf-665b-4254-84a0-feaa6951df06-500x500-Awu4dSkdb1UZbOdVQcHghag6uNvH6URuv8BLgsEL.png",253,متجر ساراء ميكاب.csv,عطر مونتال ارابيانز او دو بارفيوم 100مل,49.9,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر ان لوك من انمي او دو بارفيوم100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/99eb700c-d20e-4e1a-8557-2f45d8e7cff6-500x500-5pYfLuFm3AwHy1n4xD4qPHyNTyjSZMpUDgzbUmnU.png",241,متجر ساراء ميكاب.csv,عطر كالفين كلاين ومن أو دو بارفيوم 100مل,48.4,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر ان ايسنس من انمي او دو بارفيوم100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/43b55781-26e6-47e1-be54-ac32e30d50dd-500x500-4xyCGZ56WPtpyDbjXziE0rEcYpIu7Z02boAlvKlq.png",235,متجر ساراء ميكاب.csv,عطر لويفي إسينسيا أو دو بارفيوم 100مل,48.4,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر فن اند شيك من الجنسو او دي بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a864acde-fc7f-488f-96b8-3efd59146ac1-500x500-OfVXyjcoiXKnWLzXmu5njys76dfp15xO32fI3kEw.png",224,متجر ساراء ميكاب.csv,عطر ذي مورشنت أوف فينيس إمبريال إمارالد أو دو بارفيوم 100 مل,49.8,REVERSE-LOOKUP-FOUND,الجنسو,duplicate,,
عطر باتشوليفل من لابوراتوريو ادو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8e718d3c-16e6-4997-b277-8078e39c1ebe-500x500-S1AWE1VfJhNtaKAmZnEz3d9F6NBy6B5I3UH4XDvg.png",540,متجر ساراء ميكاب.csv,عطر لابراتوريو أولفاتيفو باتشوليفول أو دو بارفيوم 100 مل,54.4,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر فانقلوريا من لابوراتوريو ادو بارفيوم 100 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ae1c2df7-065c-4de5-bb9c-f685a104c6ef-468.99224806202x500-ZiAApMCp4cw674F6ZmJfn3RxCvxXh9A14RWb3bsy.png",690,متجر ساراء ميكاب.csv,عطر لابراتوريو أولفاتيفو سالينا أو دو بارفيوم 100 مل,48.8,REVERSE-LOOKUP-FOUND,,duplicate,,
عطر اونس ابان تايم من فرانشيسكا بيانكي اكسترايت دي بارفيوم 30مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7f1efe55-ee10-4b60-8043-fb689e39708f-500x500-O91S4nQ9dztaU9KHTeUWjFuBmAgC3WuVbDjIqBG4.png",575,متجر ساراء ميكاب.csv,عطر اونس ابان تايم فرانشيسكا بيانكي اكسترايت دي بارفيوم 30مل,93.4,GOLDEN-HIGH,فرانشيسكا بيانكي,duplicate,,
عطر نون من لابوراتوريو اولفاتيفو او دو برفوم 100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0407af65-6fd7-4607-aa5d-bb1b58e77d6d-437.265917603x500-dYzlxU8b5SXwXXfLV4jKvisQpbf5tfFCsxwpn3jA.png",563,متجر ساراء ميكاب.csv,عطر انطونيو بويج اكوا برافا او دو كوليجن 100مل,44.5,REVERSE-LOOKUP-FOUND,لابراتوريو أولفاتيفو,duplicate,,
عطر ساكريست من لابوراتوريو اولفاتيفو أو دو برفيوم-100مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9c192599-bd65-4312-9e3e-03a8c1739b45-500x500-fysASw9vOukKyYe1uq6wsjnuMlQj6Bnq6rnqHeQB.png",649,متجر ساراء ميكاب.csv,عطر ذا ميرشنت أوف فينيس ليبرتي مورانو اكسكلوسيف أو دو برفيوم 100مل,48.4,REVERSE-LOOKUP-FOUND,لابراتوريو أولفاتيفو,duplicate,,
