اسم منتج المنافس,صورة المنافس,سعر المنافس,مصدر الملف,أقرب منتج لدينا,نسبة التطابق %,الطبقة المستخدمة,الماركة,القرار,وصف المنتج (LLM),وصف الماركة (LLM)
عطر روج ترافالغار من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/deea584f-9eb3-4628-aa1a-5df3c5ebc625-500x500-z4qzvrhCautbvJtsz7xs0knF2x8NsYQfKCMkhOG2.jpg",1868,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,41.6,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر جاسمين ديز أنج من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1dd4214b-4341-4e8a-9966-6f9fb9ca066f-462.42774566474x500-oksfmqElR4zvTcucDZHfVtCysveG46G5BkgyPNBn.jpg",1644,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,42.4,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر بوا دارجان من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f1e7846f-7a07-4c12-a61b-526db26a2999-500x500-iUDy5yGlIG3ma98zQUE6sF7xvBNhlZ7bWeL9UciW.png",1644,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,43.4,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر نيو لوك من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f2c77afe-c8ad-4384-9cb9-8256f9c79444-500x500-3RO8mzcuHhA4Qvm5s8VXQopTotOLIgBwFbRBxKcJ.jpg",1480,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,41.9,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر أتيليه دي فلور ماغنوليا ألبا من كلوي أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4920011a-1728-432d-81b3-79cc5b284a99-500x500-GjPUKBi4dYQy6isp8uK9cGq45bnYSMkOtZwLwPIs.jpg",941,متجر ساراء ميكاب.csv,عطر ميزون مارجيلا ربليكا أندر ذا ليمون تري أو دو تواليت 100مل,33.4,GOLDEN-LOW-VERIFIED,كلوي,new,,
عطر بويزون جيرل من كريستيان ديور أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7c6f0008-a594-4cd8-b816-87d7c3494e02-500x500-06fz5Pr1yn1tyJRtVBVFprJ4ucpbBcPBWooECuNX.jpg",762,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,43.1,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر جادور من كريستيان ديور أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9582edab-e98c-4962-899b-d4b476f1079a-406.97674418605x500-2WlDvWo6X8SqHOMl3vUc0A0qbUcxJkZDLbJP1ZvR.png",627,متجر ساراء ميكاب.csv,عطر جيرلان لينستانت بور هوم أو دو تواليت 125مل,42.4,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر بويزون جيرل من كريستيان ديور أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/31af5799-ee29-4521-803a-d25e258a452d-500x500-lMrD8sCaK1o7YzjcGNthYGNT2MkRvdMQGmILGzNT.png",538,متجر ساراء ميكاب.csv,عطر كريستيان لوبوتان ترابل إن هيفين أو د وبرفيوم 80مل,33.4,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر نوماد أبسولو دو بارفان من كلوي أو دو بارفان 30 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bdae96b4-0abb-432b-a711-f8d368f9558c-500x500-dm04yy2uQI0ra36oP2aXwEpNMMQkyLqzuTHgaQQy.jpg",393,متجر ساراء ميكاب.csv,عطر ناسوماتو باروندا 30 مل للجنسين,36.9,GOLDEN-LOW-VERIFIED,كلوي,new,,
عطر روز ناتوريل إنتنس من كلوي أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4f9db17d-39f6-41b3-9f2e-cf24ff72f895-380.06482982172x500-2lZ45mZANLz79kkhjQQkMIH0e72mZPhamYAmhKfV.png",374,متجر ساراء ميكاب.csv,عطر أرماني بريفيه عود رويال كولكتور أو دو بارفان إنتنس 100مل,41.8,GOLDEN-LOW-VERIFIED,كلوي,new,,
عطر نوماد من كلوي أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/d359c91b-1b59-4fa7-83fb-8b1eeae2d8b4-500x500-majROZm6FZgCXJ6X3OIoS6I1k8XXySoGljdorvyg.jpg",302,متجر ساراء ميكاب.csv,عطر توس كيدز بوي أو دو تواليت 100مل,41.3,GOLDEN-LOW-VERIFIED,كلوي,new,,
واقي شمس سائل بخلاصة شجرة الصنوبر + السيراميد سيول 1988 - من كي سيكرت 50 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a63d3f24-91f4-476c-bd5c-cc0762e277c2-500x500-s5SSZQmUpx0foppjaww3AL0Z9TWF3js6xzjZ3pXw.png",47,متجر ساراء ميكاب.csv,معطر شعر بييرا كاترا بيور بنك بلوم 50 مل,32.6,GOLDEN-LOW-VERIFIED,,new,,
جونسون صابون سائل للاستحمام مع خلاصة البابايا - 400 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/9f9c9839-2621-4016-a05a-cc25b29ff130-500x500-VjF5tsZhpD2jJ9wj4akxVt0pXO2pY3KjgOGO56zv.png",21,متجر ساراء ميكاب.csv,رغوة جل الاستحمام شانيل كوكو مدموزيل 200مل,16.0,GOLDEN-LOW-VERIFIED,اليابا,new,,
بلسم منظف المكياج من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/17aa1d20-a0b8-4406-869f-88a0a937d69c-500x500-qo5MXpoMzT7LL1PYRInfJwrbRkejfHhdnwoeFluM.jpg",22,متجر ساراء ميكاب.csv,بخور عود جنئ,50.3,GOLDEN-LOW-VERIFIED,,new,,
جلام لوك ايشادو من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ee548a7f-609d-461e-9b05-e553fb3b98a8-500x500-c2c63hI6OMxps0cCH52D4RiADlttOoqIEqUgitiN.jpg",56,متجر ساراء ميكاب.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,46.9,GOLDEN-LOW-VERIFIED,,new,,
احمر شفاه سائل ديو تامتايشن من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7a8c31bb-d629-40c4-ba4b-c8a2895c8b4e-500x500-oV1oo0pqWJI6LNsq3fGYf9esvbdmNtE7nT4SwjIP.png",28,متجر ساراء ميكاب.csv,جهاز ترطيب الهواء بالزيوت العطرية فواحة طبية 161,45.7,GOLDEN-LOW-VERIFIED,,new,,
محدد شفاه شيب أوف يو من كراكتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/abb522f9-84d1-47c2-9549-2acb4327b123-500x500-8SBbdf9NdJSgcAqqNaePlzteGldZSQo08o0Nj010.jpg",10,متجر ساراء ميكاب.csv,بخور عود جنئ,51.4,GOLDEN-LOW-VERIFIED,,new,,
آيلاينر تويست أب من كاركتر – TWE001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/56f4f6ac-9865-46ae-b4aa-493ccaf7e6a4-500x500-WeWaAveKQgMBZnwSUzm0fNJJRqdEqOS36KPORKRt.jpg",14,متجر ساراء ميكاب.csv,تستر ستيفن همبرت لوكاس 777 بانثيا آيريس 50 مل,27.7,GOLDEN-LOW-VERIFIED,,new,,
مسكرة الترا لوك لكثافه و تطويل الرموش من كاركتر CUV001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a42545eb-c1ae-4f51-bfe4-44f32819b43d-500x500-KuxyUZ2UiPDAD2OkxT2ppM8LIvR0gpKRGkAUQTNz.jpg",14,متجر ساراء ميكاب.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,48.5,GOLDEN-LOW-VERIFIED,,new,,
بلاشر روك ستار من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/95d5f985-fb94-40b7-998b-f7c39e09ff7e-500x500-wROK64R8uLIt6qFn4RFBBz47pLMwOFfflxuK8a3R.jpg",18,متجر ساراء ميكاب.csv,أوفرا مجموعة إضاءة فيلين مايسيلف,33.5,GOLDEN-LOW-VERIFIED,اشر,new,,
قلم حواجب ستايل أيبرو 4 تيب من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7fe597bf-f893-4374-9984-3067acc3a609-500x500-1KvDmFFUCDbYlvCnJwRab7I88oWO27pxF4o2O1jb.png",10,متجر ساراء ميكاب.csv,نكس قلم حواجب ليفت آند سناتش - بلاك 10,39.3,GOLDEN-LOW-VERIFIED,,new,,
روج ميني بوبينز ليبيز من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/2a2391bf-3ef3-4d93-b09c-a4ffb11fccba-500x500-KM4NXoPJLcTZv3SQApSBSRITlI43DRxrPf8lzH0j.jpg",11,متجر ساراء ميكاب.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,45.2,GOLDEN-LOW-VERIFIED,,new,,
احمر شفاه سائل ميني مات ليب من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/61522cad-4522-445b-a89b-ce7e36aa71b2-500x500-4qbH2Y1m6hejfr27QYMFFQwrf0FgisQSTIgeC5l6.jpg",11,متجر ساراء ميكاب.csv,إيلف سكين، ترطيب فائق! قطرات ثيرست بيرست، سيروم لبشرة مشرقة,52.5,GOLDEN-LOW-VERIFIED,,new,,
لوحة ظلال العيون اوشن من كاركتر 28 لون,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/1db291f3-4aa5-4c3e-ab36-e48df49bc296-500x500-dH1EWHbBhqyzSsenhVEw9nRfcUQXIgITwVEMEi0v.jpg",78,متجر ساراء ميكاب.csv,باليت ظلال العيون كريمي أوبسيشنز - درجة بني,52.8,GOLDEN-LOW-VERIFIED,,new,,
قلم حواجب و اي لاينر من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/743e0a06-53d3-4c07-bd94-92317948a4ec-500x500-QmDpHstNRBzpU3CdA4bQZQWFi5NSdWgRY1figu23.jpg",22,متجر ساراء ميكاب.csv,صندوق عينات أروقيت,51.7,GOLDEN-LOW-VERIFIED,,new,,
مسكرة بولد لوك لقوة وحجم مكثف للرموش من كاركتر - 12 مل CBV001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0276e540-33cc-464e-9020-b54ce9504634-500x500-CnDTlLeDHSXTwrRQD5FTqDMFyEMJLsh0a7UhLr9y.png",14,متجر ساراء ميكاب.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,39.3,GOLDEN-LOW-VERIFIED,,new,,
مقوي للأظافر من كاركترCNI003,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/837a5253-3699-4388-97db-4fe8cbdb0b15-500x500-ZQNIY5i3fVl002W9fyr6SPCDSHBNQQ1s5kmrQ85d.jpg",26,متجر ساراء ميكاب.csv,طقم كارتييه فاخر من مجموعة كارتير لا پانتير 5 قطع,35.2,GOLDEN-LOW-VERIFIED,,new,,
آيلاينر دريمر من كاركتر - C801,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b46e45ef-4770-41db-81e9-f38639202e7c-500x500-qxsmOCTvdfIT9r0WfHUmvRIZfNxD6AlaOSUveVz5.jpg",17,متجر ساراء ميكاب.csv,تستر مايزون فرانسيس باكارات روج 540 او دو برفيوم 70 مل للجنسين,37.3,GOLDEN-LOW-VERIFIED,,new,,
طقم احمر خدود &هايليتر من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/8025ac17-c316-4252-8700-b218315fa59b-500x500-PUitiwCQxg5OYHKbGeGMcBNnGa4obZ5pDFerGYEY.jpg",74,متجر ساراء ميكاب.csv,أوفرا مجموعة أحمر الخدود الاحترافية برو,43.7,GOLDEN-LOW-VERIFIED,ايليت,new,,
باليت تحديد الوجه من كاركتر 15 لون DDC00 15,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0ca498e2-d7a1-4287-b02f-a6050f3bf6dc-500x500-UrU6EUURD7uy5t1I3Ql8355e06Abfu1CAgftUsN5.jpg",57,متجر ساراء ميكاب.csv,باليت ظلال العيون كريمي أوبسيشنز - درجة بني,51.7,GOLDEN-LOW-VERIFIED,,new,,
أحمر الخدود والهايلايتر ذا فيس ڈائري من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/27a30ae0-7736-47ce-9826-ac3356021482-500x500-27sIocCKjxTINH4v2dAaMR3KzX4BDvntQbnDegv7.jpg",50,متجر ساراء ميكاب.csv,بلاشر نارس أحمر خدود سائل - دولتشي فيتا,44.5,GOLDEN-LOW-VERIFIED,,new,,
شيك روج ليكويد بلاشر من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/a4854e9b-19fa-46ab-8f76-825e811e0bf6-500x500-mo3K3YffPevdIF5UNuB8U3h6LCkRFwJEl2jorMa2.jpg",42,متجر ساراء ميكاب.csv,نكس مجموعة كونتور وإضاءة برو,40.7,GOLDEN-LOW-VERIFIED,اشر,new,,
مسكرة لونغ لاش من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ac3a0086-59c1-481a-811f-97349727164d-500x500-8JDVLEWiiypB6UAX4AmfnFQFwjaMiUmBgeTVdEoJ.jpg",37,متجر ساراء ميكاب.csv,عود مروكي كينام دبل سوبر - (1 أوقية),44.7,GOLDEN-LOW-VERIFIED,,new,,
ماسكارا لاش بوستر من CHARACTER,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c52c5e76-c179-4628-ba83-2f7b41945d3a-500x500-9FFj6lGVPTbmavMN29QoadiiFTGLzxjFfOY0M5Yk.jpg",33,متجر ساراء ميكاب.csv,مجموعة عطور كرسمس للعرايس,53.1,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر HD كفريج من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/b738c568-1b21-41cb-87e9-317eda5f6980-500x500-vz3Qd21M4ad40WSqh8HnmEZOrCKtbP5T5xgNvmtI.jpg",29,متجر ساراء ميكاب.csv,مبخرة الكترونية فاخرة قابلة للشحن (لون أسود) من آيسنوب | ISNUP,52.7,GOLDEN-LOW-VERIFIED,,new,,
برايمر لومينايزيغ من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/99b35af1-375c-4f6c-85ba-68f601faa8f1-500x499-EDU44gR63LCBU9eVLeqj2tXR2iyLK5OMVOvQMURm.jpg",26,متجر ساراء ميكاب.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,46.6,GOLDEN-LOW-VERIFIED,,new,,
ملمع شفاه جوديس من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/3bdeba2b-aef8-4beb-b44c-8e9088b38f4e-500x500-qTjx7r0gD0NMapYEzwexkuoXsxjGPGBZXvD8aMTj.jpg",19,متجر ساراء ميكاب.csv,بخور عود جنئ,49.1,GOLDEN-LOW-VERIFIED,,new,,
هايلايتر روك ستار من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/4ddf4e78-92d0-41b7-858e-571f318b0733-500x500-lA7AVI9nT8XfXDV7aWFLq0flRwGmiq8CJsnGTRPA.jpg",18,متجر ساراء ميكاب.csv,مجموعة عطور سبيشل نايت للعرايس,54.0,GOLDEN-LOW-VERIFIED,,new,,
مسكرة حواجب من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/eac91939-fb2b-4719-827a-d5ce5b2a8cb7-346.36363636364x500-mNMNOuTwJDPkQNPfejpoChRFgbTzjkeCL8DZISNk.jpg",15,متجر ساراء ميكاب.csv,بخور عود جنئ,49.7,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر ميني كين من كاركتر,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c429c1c8-fcbf-4182-b92c-b996f23236e3-500x500-wnL1PHUDg9mEyR1tViBbqPCRvjxe7TojPvvgLfGT.jpg",11,متجر ساراء ميكاب.csv,نكس مايكرو براو قلم رسم الحواجب - تشوكليت,39.0,GOLDEN-LOW-VERIFIED,كلر مي,new,,
منظف عميق من فوريفر52-DCP001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/accf532b-edc5-4398-bd24-c644c66dc035-500x500-aSG9ekwm7x3y6cdqBcbpHm4Qri56namq6NijkK88.png",44,متجر ساراء ميكاب.csv,طقم مباخر  309 Mk,29.0,GOLDEN-LOW-VERIFIED,ريف,new,,
باليت تحديد الشفاه من كاركتر DDL001 15,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/c57282f5-c716-43db-9d16-5eaf0fa4546b-500x500-UJ7kNkuJzok4gAoDPDVa0aDMpWLG1OtRuVsBJetB.jpg",44,متجر ساراء ميكاب.csv,عطر تجريبي مهووس - اختبار النظام 4,48.1,GOLDEN-LOW-VERIFIED,,new,,
جل الكالسيوم المغذي للأظافر من كاركتر CNI002,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/566e097e-b586-4267-a10a-8480829d21ae-500x500-8otcS0sE2Y2cKE9aaVhvUZRB2pVArfaMmo2ACEeL.jpg",26,متجر ساراء ميكاب.csv,تستر ديور سانتال نوار أو دو بارفيوم 250مل(للجنسين),23.6,GOLDEN-LOW-VERIFIED,,new,,
كونسيلر تغطية كاملة من فوريفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/587b553a-92f4-43e0-9e76-1d76f47bef77-500x500-BgNgTZ0vQhOMIHsFVMKY9FSsgHasbYqtFtZvMC6g.jpg",23,متجر ساراء ميكاب.csv,كانتو ديفاين آند شاين كاسترد (كريم تحديد وإبراز اللمعة) 340 جم,29.9,GOLDEN-LOW-VERIFIED,ريف,new,,
قلم حواجب وندر برو لاينر فوريفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/045340cf-a8b4-4be0-9ea4-6e0605996ff6-500x500-rdcVmGXwdJkfpbnJi4BEnbZ1yKHETzMaeodtL4FL.jpg",17,متجر ساراء ميكاب.csv,نكس مايكرو براو قلم رسم الحواجب - تشوكليت,40.5,GOLDEN-LOW-VERIFIED,ريف,new,,
حقيبة فرش مكياج فائقة النعومة 12قطعة من فورايفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/cbe22fa1-fcd6-4af9-b664-9371858ec135-500x500-eMckgKeX8Kd8f2GbJCWgnjjHhHbxiCgvYSJT1Zjx.jpg",146,متجر ساراء ميكاب.csv,طقم كارتييه فاخر من مجموعة كارتير لا پانتير 5 قطع,33.2,GOLDEN-LOW-VERIFIED,,new,,
بودرة اضاءة صن كيسد ايلومنتر من فوريفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/54120fa3-e855-4512-8a85-799e1361d6b4-500x500-kNLqQ7wdy3A07dVKL24OBLsZMk3hACViW8lO8RyX.jpg",37,متجر ساراء ميكاب.csv,أوفرا بودرة إضاءة - إيفر جلو,39.3,GOLDEN-LOW-VERIFIED,ريف,new,,
بودره سائبة لامع من فوريفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0d3d45e7-a292-47a3-b219-75fd25d23a71-500x500-Ifm9H8mCEwKcK8kN11QIRGihIVEgtllBfMCxnQHt.jpg",36,متجر ساراء ميكاب.csv,مجموعة كيليان باريس جود جيرل جون باد,33.8,GOLDEN-LOW-VERIFIED,ريف,new,,
بخاخ مثبت المكياج من فوريفر52- FZ101,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/0556c043-6b40-49f9-9c35-02f775762e3a-500x500-OfAI8ZF0CnCMlCHTCNICnsvnlOTrRdfzIT3yIwtV.jpg",29,متجر ساراء ميكاب.csv,بخاخ مثبت مكياج ديوي من نكس 60 مل,32.7,GOLDEN-LOW-VERIFIED,ريف,new,,
بودره سائبة مطفي من فوريفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/5e240ede-415d-4b27-90c4-3c8fc0a90c51-500x500-2xKoJyDwJQBdXTPI0ZlLuIaAwEhR53DV8laxXGy5.jpg",28,متجر ساراء ميكاب.csv,بودرة معطرة صندوق استي لودر يوث ديو 200 جم,32.7,GOLDEN-LOW-VERIFIED,ريف,new,,
كونسيلر سينسيشنال سائل من فورايفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/f8dc1c72-4a96-4eda-9048-4dc81089ffcc-500x500-Nx4w2YWySRCCDptu5Xst0HZxgAG1u0WmQZ0pHDND.jpg",20,متجر ساراء ميكاب.csv,جهاز ترطيب الهواء بالزيوت العطرية فواحة 157,45.7,GOLDEN-LOW-VERIFIED,,new,,
قلم حواجب من فوايفر52,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/ac60eea5-618d-47c1-8a00-99520590bc67-500x500-PLLPjC5OixQyZEOd6zlg5XK5tgQG7K4KruSthzXC.jpg",11,متجر ساراء ميكاب.csv,نكس مايكرو براو قلم رسم الحواجب - تشوكليت,39.7,GOLDEN-LOW-VERIFIED,,new,,
مايكب بوستر من فوريفر52-BST001,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/32ad20c7-55df-443c-a394-6a0019453249-500x500-KxgOWMFP1hjDqZkfR6Os9U40geKe74dpDabenDIA.jpg",31,متجر ساراء ميكاب.csv,طقم مباخر  309 Mk,28.5,GOLDEN-LOW-VERIFIED,ريف,new,,
سيول كريم للعناية بمنطقة تحت العين بالريتينال من كي سكريت - 30 مل,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bba93395-6da8-4b43-97b4-7483f58c3ecc-500x500-rDqOZ8dGFrg949EdKoxGIYr512jTTEZKpzuz67WE.png",63,متجر ساراء ميكاب.csv,باليت ظلال العيون كريمي أوبسيشنز - درجة بني,52.6,GOLDEN-LOW-VERIFIED,,new,,
عينة عطر بينجوين بوهيم من ديبتيك,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/949d3aea-1f4c-4b31-b05f-7de74d6b1cec-500x500-kfh0CkN3N9C8GUksfjhpXfzniMCOIr25nSaJweMz.png",20,متجر ساراء ميكاب.csv,عطر ازارو بور هوم نايت تايم أو دو تواليت100مل,28.7,GOLDEN-LOW-VERIFIED,ديبتيك,new,,
عطر ألور أوم إديشن بلانش من شانيل أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/7922d842-a9bf-4450-9498-9d0165115bb6-500x500-pLe7ffK6BdXSz73dhYq1BIPZ5ll3OIpL5Avqks8p.jpg",792,متجر ساراء ميكاب.csv,عطر ديزل أونلي ذا بريف بور هوم أو دو تواليت 125مل,34.5,GOLDEN-LOW-VERIFIED,شانيل,new,,
عطر ألور من شانيل أو دو بارفان,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/fd835736-61c2-43e0-98c1-a335abd870c0-388.23529411765x500-Mx13d8Xp3aZkd6mZMFTZFCeJddc2Yrya8SPcgHFM.jpg",463,متجر ساراء ميكاب.csv,عطر دولتشي آند غابانا ذا ون الرجالي بارفيوم,41.3,GOLDEN-LOW-VERIFIED,شانيل,new,,
عينة عطر مس ديور ايسنس من ديور دي برفيوم,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/bc537498-f8cc-4a94-93b4-bd2d9dbdf498-500x500-lK5J9NKRnIgfoMWQlU8BU1BKi1e5fbse382iohHT.png",17,متجر ساراء ميكاب.csv,عطر لورد اوف هوستري لوكي اكسترايت او دي بارفيوم 80 مل (نسائي),34.0,GOLDEN-LOW-VERIFIED,ديور,new,,
عطر شانس أو تندر من شانيل أو دو تواليت,"https://cdn.salla.sa/cdn-cgi/image/fit=scale-down,width=500,height=500,onerror=redirect,format=webp/nymGz/eccf58a6-2241-40e6-9753-9b161ef247b0-500x500-d6LoZDPDwI9oj5Esl7IReeZPFVXtW3I6gTTXq6eN.jpg",1046,متجر ساراء ميكاب.csv,عطر توس كيدز بوي أو دو تواليت 100مل,39.6,GOLDEN-LOW-VERIFIED,شانيل,new,,
